5.000000e-03  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
1.500000e-02  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
2.500000e-02  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
3.500000e-02  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
4.500000e-02  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
5.500000e-02  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
6.500000e-02  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
7.500000e-02  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
8.500000e-02  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
9.500000e-02  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
1.050000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
1.150000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
1.250000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
1.350000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
1.450000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
1.550000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
1.650000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
1.750000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
1.850000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
1.950000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
2.050000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
2.150000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
2.250000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
2.350000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
2.450000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
2.550000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
2.650000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
2.750000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
2.850000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
2.950000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
3.050000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
3.150000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
3.250000e-01  1.619200e+02  7.422794e+00  0.000000e+00  7.422794e+00  0.000000e+00
